Código Classe Produto|Classe do Produto|Código|Nome Produto|Un.
PAP|PEÇAS E PARTES DE APR|PCJN407018|LUVA SEPARADORA ACP01018|PC
PAP|PEÇAS E PARTES DE APR|PCJN407019|RODANA DA TESOURA ACP01019|PC
PAP|PEÇAS E PARTES DE APR|PCJN407020|MOLA DA TESOURA ACP01020|PC
PAP|PEÇAS E PARTES DE APR|PCJN407021|MOLA DA ALAVANCA ACP01021|PC
PAP|PEÇAS E PARTES DE APR|PCJN407022|CABO DO PRENDEDOR ACP01022|PC
PAP|PEÇAS E PARTES DE APR|PCJN407023|CABO DO ESTICADOR ACP01023|PC
PAP|PEÇAS E PARTES DE APR|PCJN407024|CABO DA ALAVANCA SELADORA ACP01024|PC
PAP|PEÇAS E PARTES DE APR|PCJN407025|ARRUELA LISA M5 ACP01025|PC
PAP|PEÇAS E PARTES DE APR|PCJN407026|ARRUELA LISA M6 ACP01026|PC
PAP|PEÇAS E PARTES DE APR|PCJN407027|ARRUELA LISA 1/4 ACP01027|PC
PAP|PEÇAS E PARTES DE APR|PCJN407028|ARRUELA DE TRAVA M5 ACP01028|PC
PAP|PEÇAS E PARTES DE APR|PCJN407029|PINO ELASTICO M3X20 ACP01029|PC
PAP|PEÇAS E PARTES DE APR|PCJN407030|PINO ELASTICO M 3X10 ACP01030|PC
PAP|PEÇAS E PARTES DE APR|PCJN407031|PINO ELASTICO M 3X36 ACP01031|PC
PAP|PEÇAS E PARTES DE APR|PCJN407032|PINO ELASTICO M 5X36 ACP01032|PC
PAP|PEÇAS E PARTES DE APR|PCJN407033|PARAFUSO PHILIPS M5X8 ACP01033|PC
PAP|PEÇAS E PARTES DE APR|PCJN407034|PARAFUSO PHILIPS M6X16 ACP01034|PC
PAP|PEÇAS E PARTES DE APR|PCJN407035|PARAFUSO PHILIPS M6X12 ACP01035|PC
PAP|PEÇAS E PARTES DE APR|PCJN407036|PARAFUSO PHILIPS M5X30 ACP01036|PC
PAP|PEÇAS E PARTES DE APR|PCJN407037|PARAFUSO PHILIPS CABEÇA CHATA M6X12 ACP01037|PC
PAP|PEÇAS E PARTES DE APR|PCJN407038|PARAFUSO PHILIPS M6X35 ACP01038|PC
PAP|PEÇAS E PARTES DE APR|PCJN407039|PARAFUSO PHILIPS CABEÇA CHATA M6X35 ACP01039|PC
PAP|PEÇAS E PARTES DE APR|PCJN407040|PORCA M6 ACP01040|PC
PAP|PEÇAS E PARTES DE APR|PCJN407041|PINO ELÁSTICO M 5X30 ACP01041|PC
PAP|PEÇAS E PARTES DE APR|PCJN407042|ALICATE SELADOR COMPLETO ACP01042|PC
PAP|PEÇAS E PARTES DE APR|PCJN407043|ARRUELA DA ALAVANCA ACP01043|PC
PAP|PEÇAS E PARTES DE APR|PCJN407044|ANEL SEPARADOR ACP01044|PC
PAP|PEÇAS E PARTES DE APR|PCJN407045|ARRUELA ESPAÇADORA ACP01045|PC
PAP|PEÇAS E PARTES DE APR|PCJN407046|ARRUELA ESPAÇADORA 25X18,2MM ACP01046|PC
PAP|PEÇAS E PARTES DE APR|PMNI302012|PARAFUSO DO PRENDEDOR AES01013|PC
PAP|PEÇAS E PARTES DE APR|PCJN102050|ARTICULAÇÃO DE GIRO DA SOLDA 1832022171 POS153 (NACIONAL)|PC
PAP|PEÇAS E PARTES DE APR|PCJN102054|SAPATA DE SOLDA SUPERIOR 1832022169 POS158 (NACIONAL)|PC
PAP|PEÇAS E PARTES DE APR|PCJI101072|KIT DE VEDAÇÃO C210964400|PC
PAP|PEÇAS E PARTES DE APR|PCJI101073|CONJUNTO DE BOTÃO DE SONDAGEM C210969600|PC
PAP|PEÇAS E PARTES DE APR|PCJI101074|KIT DA TAMPA LATERAL LARANJA C210969900|PC
PAP|PEÇAS E PARTES DE APR|PCJI101075|KIT DE PLACA DO DISSIPADOR C220970000|PC
PAP|PEÇAS E PARTES DE APR|PCJI101076|PLACA DE CINTA 16/19 MM C402002990|PC
PAP|PEÇAS E PARTES DE APR|PCJI101077|PLACA DE VEDAÇÃO MÓVEL C402009340|PC
PAP|PEÇAS E PARTES DE APR|PCJI101078|PINO ATUADOR LINEAR C404016920|PC
PAP|PEÇAS E PARTES DE APR|PCJI101079|MOTOR ELÉTRICO C721043230|PC
PAP|PEÇAS E PARTES DE APR|PCJI101080|ATUADOR COMPLEMENTAR E43H4B-2.33-A19|PC
PAP|PEÇAS E PARTES DE APR|PCJI101081|CONJUNTO DE ALAVANCA DE ABERTURA C210961700|PC
PAP|PEÇAS E PARTES DE APR|PCJI101082|PLACA DE PROTEÇÃO C408014880|PC
PAP|PEÇAS E PARTES DE APR|PCJI101083|ESFERA DE AÇO 4MM C520012160|PC
PAP|PEÇAS E PARTES DE APR|PMNI407060|FACA INFERIOR FX-800|PC
PAP|PEÇAS E PARTES DE APR|PMNI407061|FACA SUPERIOR FX-800|PC
PAP|PEÇAS E PARTES DE APR|PMNI407062|BORRACHA DE RENDIMENTO FX-800|PC
PAP|PEÇAS E PARTES DE APR|PMNN211001|FACA SELADOR TZ-PET 19MM|PC
PAP|PEÇAS E PARTES DE APR|PCJI101084|PLACA DE PRESSÃO 402015800|PC
PAP|PEÇAS E PARTES DE APR|PCJI101085|MOLA DE PRESSÃO 407002210|PC
PAP|PEÇAS E PARTES DE APR|PMNN211002|MANOPLA AMARELA TZ-PET|PC
PAP|PEÇAS E PARTES DE APR|PCJI208001|BASE 402010690|PC
PAP|PEÇAS E PARTES DE APR|PCJI208002|CONJUNTO DE SAPATA DE TENSÃO 402002990|PC
PAP|PEÇAS E PARTES DE APR|PCJI208003|RODA DE TRANSPORTE HT 402002650|PC
PAP|PEÇAS E PARTES DE APR|PCJI208004|SAPATA DE SOLDA INFERIOR 402002380|PC
PAP|PEÇAS E PARTES DE APR|PCJI208005|SAPATA DE SOLDA SUPERIOR 402002350|PC
PAP|PEÇAS E PARTES DE APR|PCJI208007|BLOCO DE VÁLVULA 518010950|PC
PAP|PEÇAS E PARTES DE APR|PCJI208008|FEUTRO 509009010|PC
PAP|PEÇAS E PARTES DE APR|PCJI208009|MANGUEIRA 513001720|PC
PAP|PEÇAS E PARTES DE APR|PCJI208010|FACA 402006170|PC
PAP|PEÇAS E PARTES DE APR|PCJI208011|MOLA DA FACA 407005820|PC
PAP|PEÇAS E PARTES DE APR|PCJI208012|GUIA DA FITA 402004050|PC
PAP|PEÇAS E PARTES DE APR|PCJI208013|GUIA DA FITA 401002250|PC
PAP|PEÇAS E PARTES DE APR|PCJI103057|CONJUNTO DE ENGRENAGENS 26XX-3H|PC
PAP|PEÇAS E PARTES DE APR|PCJI205035|PEDAL DE SOLDAGEM D001250|PC
PAP|PEÇAS E PARTES DE APR|PCJI205039|SAPATA D001680|PC
PAP|PEÇAS E PARTES DE APR|PCJI205043|SAPATA DE SOLDA INFERIOR D000780|PC
PAP|PEÇAS E PARTES DE APR|PCJI205044|FACA D001260|PC
PAP|PEÇAS E PARTES DE APR|PCJI205045|MOLA DA FACA D001720|PC
PAP|PEÇAS E PARTES DE APR|PCJI205046|RODA DE TRANSPORTE D001790|PC
PAP|PEÇAS E PARTES DE APR|PCJI205015|VÁLVULA PNEUMÁTICA B200347|PC
PAP|PEÇAS E PARTES DE APR|PCJI205034|MOLA B600028|PC
PAP|PEÇAS E PARTES DE APR|PCJI208014|TAMPA SUPERIOR 401009530|PC
PAP|PEÇAS E PARTES DE APR|PCJI208015|MOTOR DE SOLDA 711110250|PC
PAP|PEÇAS E PARTES DE APR|PCJI104019|CARTÃO DE SINAL COM TRANSPONDER A000097|PC
PAP|PEÇAS E PARTES DE APR|PCJI104020|CARTÃO ELETRÔNICO DE FORÇA B800364|PC
PAP|PEÇAS E PARTES DE APR|PCJI104022|COBERTURA D002350|PC
PAP|PEÇAS E PARTES DE APR|PCJI104023|COBERTURA DIREITA D003360|PC
PAP|PEÇAS E PARTES DE APR|PCJI104024|COBERTURA DE LED B600370|PC
PAP|PEÇAS E PARTES DE APR|PCJI104027|FACA D002120|PC
PAP|PEÇAS E PARTES DE APR|PCJI104033|MICRO UNTERRUPTOR DA TRAÇÃO B800396|PC
PAP|PEÇAS E PARTES DE APR|PCJI104036|SAPATA DE SOLDA SUPERIOR D002110|PC
PAP|PEÇAS E PARTES DE APR|PCJI104042|MOTOR DE TENSÃO A000007|PC
PAP|PEÇAS E PARTES DE APR|PCJI104047|RODA DE ALIMENTAÇÃO D002330|PC
PAP|PEÇAS E PARTES DE APR|PCJI104048|SUPORTE D000330|PC
PAP|PEÇAS E PARTES DE APR|PCJI104032|INTERRUPTOR DE SOLDA COM CABO B800378|PC
PAP|PEÇAS E PARTES DE APR|PCJI104041|MOTOR DE SOLDA A000038|PC
PAP|PEÇAS E PARTES DE APR|PCJI101086|BALANCEADOR E-FLEX 3-6A C605080080Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101087|BATERIA GT-ONE 14,4-1,5AH-SP6 C521012440Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101088|MESA MOTOR C401014662Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101089|PISTÃO DO ATUADOR C402014930Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101090|COMPLEMENTO DO ATUADOR C721043240Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101091|TAMPA LATERAL C401016970Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101092|SAPATA VIBRANTE C402002350Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101093|PROTEÇÃO DA PLACA C408017120Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101094|PARAFUSO DA PROTEÇÃO DA PLACA C515003380Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101095|SUPORTE C210963100Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101096|BATERIA GT-ONE 14,4V - 4,0 Ah LI-IO C521012220Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101097|CARREGADOR DE BATERIA GT-ONE C16099081Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101098|ROLAMENTO 61902ZZ C509007630|PC
PAP|PEÇAS E PARTES DE APR|PCJI104001|ALAVANCA DE ABERTURA D002200|PC
PAP|PEÇAS E PARTES DE APR|PCJI104002|ALAVANCA DE LIBERAÇÃO DA BATERIA D003100|PC
PAP|PEÇAS E PARTES DE APR|PCJI104003|ANEL DE SEGURANÇA B000192|PC
PAP|PEÇAS E PARTES DE APR|PCJI104004|BATERIA 2A/H 14.8V A000063|PC
PAP|PEÇAS E PARTES DE APR|PCJI104005|BIELA D002040|PC
PAP|PEÇAS E PARTES DE APR|PCJI104006|CAME D002230|PC
PAP|PEÇAS E PARTES DE APR|PCJI104007|GUIA D000270|PC
PAP|PEÇAS E PARTES DE APR|PCJI104008|SEXTAVADO DO MOTOR SOLDA D002210|PC
PAP|PEÇAS E PARTES DE APR|PCJI104009|ROLETE D002270|PC
PAP|PEÇAS E PARTES DE APR|PCJI104010|SUPORTE D002060|PC
PAP|PEÇAS E PARTES DE APR|PCJI104011|SUPORTE DA MOLA D002250|PC
PAP|PEÇAS E PARTES DE APR|PCJI104012|SUPORTE DA RODA DE ALIMENTAÇÃO D002150|PC
PAP|PEÇAS E PARTES DE APR|PCJI104013|SUPORTE DO PINO D002260|PC
PAP|PEÇAS E PARTES DE APR|PCJI104021|COBERTURA D002140|PC
PAP|PEÇAS E PARTES DE APR|PCJI104025|EIXO DA ENGRENAGEM D000170|PC
PAP|PEÇAS E PARTES DE APR|PCJI104026|ESFERA 5MM B700325|PC
PAP|PEÇAS E PARTES DE APR|PCJI104028|FLANGE DO MOTOR DE SOLDA D002220|PC
PAP|PEÇAS E PARTES DE APR|PCJI104029|GANCHO D002190|PC
PAP|PEÇAS E PARTES DE APR|PCJI104030|GUIA DA FACA D002130|PC
PAP|PEÇAS E PARTES DE APR|PCJI104031|JOGO DE CABO DE FORÇA B800397|PC
PAP|PEÇAS E PARTES DE APR|PCJI104034|MOLA D000280|PC
PAP|PEÇAS E PARTES DE APR|PCJI104035|MOLA DE LIBERAÇÃO DA BATERIA D002990|PC
PAP|PEÇAS E PARTES DE APR|PCJI104037|COBERTURA ESQUERDA D003370|PC
PAP|PEÇAS E PARTES DE APR|PCJI104038|MOLA DE TENSÃO D001140|PC
PAP|PEÇAS E PARTES DE APR|PCJI104039|MOLA DO SUPORTE D002080|PC
PAP|PEÇAS E PARTES DE APR|PCJI104040|MOLA G13-025 B600343|PC
PAP|PEÇAS E PARTES DE APR|PCJI104043|PARAFUSO M3,5X16 B500395|PC
PAP|PEÇAS E PARTES DE APR|PCJI104044|PEDAL DE SOLDA D002010|PC
PAP|PEÇAS E PARTES DE APR|PCJI104045|GUIA D000200|PC
PAP|PEÇAS E PARTES DE APR|PCJI104046|PARAFUSO B500039|PC
PAP|PEÇAS E PARTES DE APR|PCJI104049|PARAFUSO DA SAPATA D002290|PC
PAP|PEÇAS E PARTES DE APR|PGRI11001|MOLA GRAMPEADOR A00101201|PC
PAP|PEÇAS E PARTES DE APR|PGRI101002|MOLA DO EMPURRADOR BAA025014|PC
PAP|PEÇAS E PARTES DE APR|PCJN101066|BATERIA 14,4V 3,3 AH LI-IO C521009920-Z NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJI206037|RODA BAIXA TENSÃO HT C402002650Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI206039|SAPATA DE SELAGEM C402002380Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI206028|SAPATA C402002990Z|PC
PAP|PEÇAS E PARTES DE APR|PMNN407048|ANEL DE SELAGEM AFG01048 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJN101096|BATERIA P/ GT-ONE BOSCH 2,6AH 14,4V C521012220Z NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJN104004|BATERIA ITA-20 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJN104050|CARREGADOR DE BATERIA ITA-20 NAC|PC
PAP|PEÇAS E PARTES DE APR|PMNN112001|RODA P/ THR-60|PC
PAP|PEÇAS E PARTES DE APR|PMNN112002|PONTEIRO DA RODA P/ THR-60|PC
PAP|PEÇAS E PARTES DE APR|PCJI101100|CONJUNTO LAMINA E MOLA DE FORÇA HP25 GT-ONE C210954600Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI208016|PISTÃO 401002610|PC
PAP|PEÇAS E PARTES DE APR|PCJI208017|SUPORTE DO PISTÃO 401002620|PC
PAP|PEÇAS E PARTES DE APR|PCJI208018|ANEL ORING 505001780|PC
PAP|PEÇAS E PARTES DE APR|PCJI208019|PINO 402002160|PC
PAP|PEÇAS E PARTES DE APR|PCJI208020|GUARNIÇÃO 504001800|PC
PAP|PEÇAS E PARTES DE APR|PCJI208021|PINO 402002360|PC
PAP|PEÇAS E PARTES DE APR|PCJI208022|MOLA 508003160|PC
PAP|PEÇAS E PARTES DE APR|PCJI208023|PINO 402010650|PC
PAP|PEÇAS E PARTES DE APR|PMNI304001|BASE H21001|PC
PAP|PEÇAS E PARTES DE APR|PMNI304003|BUCHA GRANDE H21003|PC
PAP|PEÇAS E PARTES DE APR|PMNI304006|MOLA DA TRAVA H21008|PC
PAP|PEÇAS E PARTES DE APR|PMNI304007|PRENDEDOR H21015|PC
PAP|PEÇAS E PARTES DE APR|PMNI304011|ALAVANCA H21022|PC
PAP|PEÇAS E PARTES DE APR|PMNI304013|REBITE DA ALAVANCA H21025|PC
PAP|PEÇAS E PARTES DE APR|PMNI304014|MOLA DA ALAVANCA H21028|PC
PAP|PEÇAS E PARTES DE APR|PMNI304015|BUCHA DA MOLA DA ALAVANCA H21029|PC
PAP|PEÇAS E PARTES DE APR|PMNI304018|PINO DE TRAVA DA BASE H21035|PC
PAP|PEÇAS E PARTES DE APR|PMNI304019|PINO DE TRAVA DA ALAVANCA H21036|PC
PAP|PEÇAS E PARTES DE APR|PMNI304020|TRAVA DA FACA H21038|PC
PAP|PEÇAS E PARTES DE APR|PMNI304026|PUXADOR H21048|PC
PAP|PEÇAS E PARTES DE APR|PMNI304029|PARAFUSO M4X6 HBS0406|PC
PAP|PEÇAS E PARTES DE APR|PMNI304030|PARAFUSO M4X8 HBS0408|PC
PAP|PEÇAS E PARTES DE APR|PMNI304032|ANEL ELÁSTICO SR0020|PC
PAP|PEÇAS E PARTES DE APR|PCJN101034|RODA DE TRANSPORTE C402014870 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJN101026|FACA 402013250 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJN101035|SAPATA 402014910 NAC|PC
PAP|PEÇAS E PARTES DE APR|PMNI313001|PLACA LATERAL H34-1202|PC
PAP|PEÇAS E PARTES DE APR|PMNI313002|GARRA LONGA H34-1203|PC
PAP|PEÇAS E PARTES DE APR|PMNI313003|GARRA CURTA H34-1204|PC
PAP|PEÇAS E PARTES DE APR|PMNI313004|ARTICULAÇÃO H34-1205|PC
PAP|PEÇAS E PARTES DE APR|PMNI313005|PINO DA ALAVANCA H34-1207|PC
PAP|PEÇAS E PARTES DE APR|PMNI313006|PINO DO PIVOT H34-1208|PC
PAP|PEÇAS E PARTES DE APR|PMNI313007|DISTANCIADOR H34-1210|PC
PAP|PEÇAS E PARTES DE APR|PMNI313008|GUIA H34/H36 H34-1212|PC
PAP|PEÇAS E PARTES DE APR|PMNI313009|PARAFUSO H34-1214|PC
PAP|PEÇAS E PARTES DE APR|PMNI313010|PLACAS LATERAIS 12MM H36-1202|PC
PAP|PEÇAS E PARTES DE APR|PMNI313011|GARRA CURTA H36-1204|PC
PAP|PEÇAS E PARTES DE APR|PMNI313012|FACA H36-1205|PC
PAP|PEÇAS E PARTES DE APR|PMNI313013|FACA 12X0,8-1,0MM H36-1280|PC
PAP|PEÇAS E PARTES DE APR|PMNI313014|PLACA LATERAL 15MM H36-1502|PC
PAP|PEÇAS E PARTES DE APR|PMNI313015|GARRA LONGA H36-1503|PC
PAP|PEÇAS E PARTES DE APR|PMNI313016|FACA 15X0,8-1,0MM H36-1508|PC
PAP|PEÇAS E PARTES DE APR|PCJI206001|SUPORTE C402002580|PC
PAP|PEÇAS E PARTES DE APR|PCJI206002|ANEL C505001780|PC
PAP|PEÇAS E PARTES DE APR|PCJI206003|BASE HT 25MM 210958300|PC
PAP|PEÇAS E PARTES DE APR|PCJI206004|ROLAMENTO 501001530|PC
PAP|PEÇAS E PARTES DE APR|PCJI206006|ARRUELA 505000280|PC
PAP|PEÇAS E PARTES DE APR|PCJI206007|ARRUELA 503007540|PC
PAP|PEÇAS E PARTES DE APR|PCJI206008|PARAFUSO 402002480|PC
PAP|PEÇAS E PARTES DE APR|PCJI206009|MOLA 508003160|PC
PAP|PEÇAS E PARTES DE APR|PCJI206010|PINO 402002360|PC
PAP|PEÇAS E PARTES DE APR|PCJI206012|GUIA 25MM 402010360|PC
PAP|PEÇAS E PARTES DE APR|PCJI206015|SUPORTE 4080012420Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI206016|SUPORTE VÁLVULA 401006020|PC
PAP|PEÇAS E PARTES DE APR|PCJI206021|GUIA 16MM 401002250|PC
PAP|PEÇAS E PARTES DE APR|PCJI206022|GUIA 19MM 401002260|PC
PAP|PEÇAS E PARTES DE APR|PCJI206023|LAMINA 402006170|PC
PAP|PEÇAS E PARTES DE APR|PCJI2060204|BIELA 402002320|PC
PAP|PEÇAS E PARTES DE APR|PCJI206025|MOLA DA LAMINA 407005820|PC
PAP|PEÇAS E PARTES DE APR|PCJI206026|CABO DE ALUMÍNIO 401002630|PC
PAP|PEÇAS E PARTES DE APR|PCJI206027|PINO 402002160|PC
PAP|PEÇAS E PARTES DE APR|PCJI206029|ENGRENAGEM 402000260|PC
PAP|PEÇAS E PARTES DE APR|PCJI206030|ANEL 505001950|PC
PAP|PEÇAS E PARTES DE APR|PCJI206031|SUPORTE DO BALANCINHO 402002600|PC
PAP|PEÇAS E PARTES DE APR|PCJI206033|GUIA 401002550|PC
PAP|PEÇAS E PARTES DE APR|PCJI206034|BOTÃO 401006040Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI206035|BOTÃO 401006030Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI206036|RODA ALTA TENSÃO HT 402011190|PC
PAP|PEÇAS E PARTES DE APR|PCJI206038|GUIA 12MM 401002520|PC
PAP|PEÇAS E PARTES DE APR|PCJI205001|ABERTURA D001670|PC
PAP|PEÇAS E PARTES DE APR|PCJI205002|BORRACHA B300019|PC
PAP|PEÇAS E PARTES DE APR|PCJI205003|OS 22X30X0,1|PC
PAP|PEÇAS E PARTES DE APR|PCJI205004|GUIA 10MM D001940|PC
PAP|PEÇAS E PARTES DE APR|PCJI205005|BOTÃO DE RETORNO D001850|PC
PAP|PEÇAS E PARTES DE APR|PCJI205006|PISTÃO D001600|PC
PAP|PEÇAS E PARTES DE APR|PCJI205007|PLACA DE FRICÇÃO D001970|PC
PAP|PEÇAS E PARTES DE APR|PCJI205008|PLACA DE FRICÇÃO FRONTAL D001990|PC
PAP|PEÇAS E PARTES DE APR|PCJI205009|PLACA DE FRICÇÃO TRASEIRA D001960|PC
PAP|PEÇAS E PARTES DE APR|PCJI205010|PORCA ESPECIAL D001780|PC
PAP|PEÇAS E PARTES DE APR|PCJI205011|RODA DE ALIMENTAÇÃO BAIXA TENSÃO D001980|PC
PAP|PEÇAS E PARTES DE APR|PCJI205012|SUPORTE DAS ALAVANCAS D001860|PC
PAP|PEÇAS E PARTES DE APR|PCJI205014|SUPORTE DO GANCHO DE SUSPENSÃO D001890|PC
PAP|PEÇAS E PARTES DE APR|PCJI205017|COBERTURA D001700|PC
PAP|PEÇAS E PARTES DE APR|PCJI205018|ENGRENAGEM D001740|PC
PAP|PEÇAS E PARTES DE APR|PCJI205019|CAIXA DE ENGRENAGEM A000014|PC
PAP|PEÇAS E PARTES DE APR|PCJI205020|ANEL B300022|PC
PAP|PEÇAS E PARTES DE APR|PCJI205021|EIXO D001770|PC
PAP|PEÇAS E PARTES DE APR|PCJI205022|EIXO D001760|PC
PAP|PEÇAS E PARTES DE APR|PCJI205023|SUSPENSÃO D001870|PC
PAP|PEÇAS E PARTES DE APR|PCJI205024|GUIA DA FITA DIREITA FR10-13MM D001920|PC
PAP|PEÇAS E PARTES DE APR|PCJI205026|GUIA DA FITA DIREITA FR 16-19MM D001800|PC
PAP|PEÇAS E PARTES DE APR|PCJI205027|GUIA DA FITA LATERAL 16MM D001810|PC
PAP|PEÇAS E PARTES DE APR|PCJI205028|GUIA DA FITA LATERAL 19MM D001820|PC
PAP|PEÇAS E PARTES DE APR|PCJI205030|ANEL DE TRAVA B600013|PC
PAP|PEÇAS E PARTES DE APR|PCJI205031|MOLA D002310|PC
PAP|PEÇAS E PARTES DE APR|PCJI205032|CONEXÃO B100310|PC
PAP|PEÇAS E PARTES DE APR|PCJI205033|MOLA MÉDIA D600620|PC
PAP|PEÇAS E PARTES DE APR|PCJI205036|PINO DA FACA D001610|PC
PAP|PEÇAS E PARTES DE APR|PCJI205037|PINO DO PÉ DE SOLDA D001650|PC
PAP|PEÇAS E PARTES DE APR|PCJI205038|TAMPA D002380|PC
PAP|PEÇAS E PARTES DE APR|PCJI205040|BOTÃO DE TENSÃO D001830|PC
PAP|PEÇAS E PARTES DE APR|PCJI205041|BOTÃO DE SOLDA D001840|PC
PAP|PEÇAS E PARTES DE APR|PCJI205042|BIELA D001630|PC
PAP|PEÇAS E PARTES DE APR|PCJI205047|BACKELITE 3607030260|PC
PAP|PEÇAS E PARTES DE APR|PCJI205048|VÁLVULA PNEUMÁTICA B200347A|PC
PAP|PEÇAS E PARTES DE APR|PCJI104014|SUPORTE DO TECLADO D003380|PC
PAP|PEÇAS E PARTES DE APR|PCJI104015|TECLADO B800366|PC
PAP|PEÇAS E PARTES DE APR|PCJI104016|MOLA D004270|PC
PAP|PEÇAS E PARTES DE APR|PCJI104050|CARREGADOR DE BATERIA ITA-20|PC
PAP|PEÇAS E PARTES DE APR|PCJI104051|REDUTOR D000430|PC
PAP|PEÇAS E PARTES DE APR|PCJI104052|GUIA D0003980|PC
PAP|PEÇAS E PARTES DE APR|PCJI104053|PINO D002240|PC
PAP|PEÇAS E PARTES DE APR|PCJI104054|PLACA ELETRÔNICA A0097|PC
PAP|PEÇAS E PARTES DE APR|PCJI104055|ANEL B600112|PC
PAP|PEÇAS E PARTES DE APR|PCJI104056|GUIA D003970|PC
PAP|PEÇAS E PARTES DE APR|PCJI104057|ROLAMENTO B400186|PC
PAP|PEÇAS E PARTES DE APR|PCJI104058|ANEL B900348|PC
PAP|PEÇAS E PARTES DE APR|PCJI104059|PINO AZ100430/S|PC
PAP|PEÇAS E PARTES DE APR|PCJI101006|CONJUNTO DA ENGRENAGEM C/ ROLAMENTO C210960800Z|PC
PAP|PEÇAS E PARTES DE APR|PCJI101101|KIT CORPO C210946900|PC
PAP|PEÇAS E PARTES DE APR|PCJI101102|KIT PRESSOR COMPLETO C210960900|PC
PAP|PEÇAS E PARTES DE APR|PCJI101103|MOLA C407002170|PC
PAP|PEÇAS E PARTES DE APR|PCJI101104|GUIA 16/19MM C402005090|PC
PAP|PEÇAS E PARTES DE APR|PCJI104060|CARCAÇA V2014070|PC
PAP|PEÇAS E PARTES DE APR|PCJI104061|CARCAÇA V201395|PC
PAP|PEÇAS E PARTES DE APR|PCJI102082|ROLAMENTO 1930190154 POS14|PC
PAP|PEÇAS E PARTES DE APR|PCJI103058|GUIA DA SAPATA 26XX-4PB|PC
PAP|PEÇAS E PARTES DE APR|PCJI103059|MAGNÉTICO 92XX-CTO|PC
PAP|PEÇAS E PARTES DE APR|PCJI103060|RODA DE TRANSPORTE 28/6B-19|PC
PAP|PEÇAS E PARTES DE APR|PCJI103061|PEÇA ZP 92XX-45-12/13|PC
PAP|PEÇAS E PARTES DE APR|PGRN101001|MOLA DO GRAMPEADOR BAA025014 NAC|PC
PAP|PEÇAS E PARTES DE APR|PGRN101002|MOLA DO GRAMPEADOR A0101201 NAC|PC
PAP|PEÇAS E PARTES DE APR|PMNN407015|MOLA DE TRAÇÃO AFG01015 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJI109001|RODA DE TENSÃO 1821047021 CHT-400|PC
PAP|PEÇAS E PARTES DE APR|PCJI109002|MATRIZ DE TENSÃO 1821048021 CHT-400 (5159)|PC
PAP|PEÇAS E PARTES DE APR|PCJN109003|MOLA DE COMPRESSÃO 1821010053 NAC|PC
PAP|PEÇAS E PARTES DE APR|PCJI109004|MATRIZ DE TENSÃO 1821048021 CHT-400|PC
PAP|PEÇAS E PARTES DE APR|PCJI109005|FACA 1821209028 CMT-250|PC
PAP|PEÇAS E PARTES DE APR|PMNI407063|PLACA DE PARTICIPAÇÃO THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407064|PLACA DE PLÁSTICO THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407065|MOLA DE TENSÃO THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407066|MOLA TENSÃO THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407067|PORCA THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407068|LAMINA CORTE THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407069|MOLA DE TENSÃO 02 THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407070|EIXO DE CORTE LAMINA THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407071|PEÇA SUPERIOR THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407072|EIXO THR-2010 H|PC
PAP|PEÇAS E PARTES DE APR|PMNI407073|PLACA DE SEGURANÇA THR-2010 H|PC
